date,time,username,diggCount,steming_data,Score,Sentiment
2024-11-01,12:20:00,sarif_komarudin1,0,jokowi fokus banget bikin infra manfaat,2,Positif
2025-03-06,04:59:00,andikjunaedi0,0,semangat wali,0,Netral
2025-03-10,13:02:00,kak_vira,0,ikan paus ikan gabus silaturahmi putus seratuss,0,Netral
2025-07-21,12:37:00,irvans_syam,0,omong bapak parkir ibu bersosialita,0,Netral
2025-07-16,11:37:00,yahman_har,0,mangkane kbh rebut parkir,1,Positif
2025-07-16,00:13:00,my.1808,1,tarif parkir weekday weekend beda,0,Netral
2025-07-15,22:38:00,tukangsambad008,9,tukang parkir alun sogeh anjir sono seng due mobil barang hare hasil parkir wajar lek demo,2,Positif
2025-07-16,05:53:00,indonesia_lelah,1,kakean parkirmalesss,0,Netral
2025-03-07,11:00:00,nyimass112,0,budaya asli kota batu go internasional pakkk,0,Netral
2025-03-05,09:55:00,ernazsiswanto,0,lets go sae,0,Netral
2025-03-05,14:37:00,cak_fath1977,0,bismillah istikamah orang nurochmansae,1,Positif
2025-03-08,00:14:00,chandrasari08,0,bantu polisi sayaaku adik e mbak pit alun alun,0,Netral
2025-03-05,21:32:00,user4706082119305,1,mbatu mbatumu mbatuku ati ati ya ngger,-1,Negatif
2025-03-05,17:37:00,sholikhinkin,1,selamat jalan tugas walijika kanan nitip rubah nama masjid milik perintah kota batu milik masyarakat batu masjid bangun uang rakyat,3,Positif
2025-03-05,14:56:00,frankysubejo,1,doa terbaiksmoga amanahrakyat batu makmur sejahteraaman guyup rukunamin,1,Positif
2025-03-05,14:01:00,ani51746,1,tara tukang pijat kampung pakkk sepertibagaimana janji p anjengan p heli,0,Netral
2025-03-05,11:49:00,wiwiksetiyawan19,1,selamat karya moga kota batu maju,2,Positif
2025-03-05,11:57:00,daypus1,1,selamat moga batu maju rakyat hidup makmur,3,Positif
2025-03-05,09:12:00,mifasaja,1,selamat jalan tugas moga amanah emban amanah warga batu,3,Positif
2025-05-04,12:49:00,jm_weldding,0,mantap p wali wawali ku batu sae,1,Positif
2025-07-16,16:12:00,radea.pijar,0,tukang parkir lo lapo,0,Netral
