date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
2025-05-24,09:55:00,user4214950745459,0,batu semakin SAE terima kasih banyak pak nurohman -heli ..🙏,batu semakin SAE terima kasih banyak pak nurohman heli ,batu semakin sae terima kasih banyak pak nurohman heli ,batu semakin sae terima kasih banyak pak nurohman heli,"['batu', 'semakin', 'sae', 'terima', 'kasih', 'banyak', 'pak', 'nurohman', 'heli']","['batu', 'sae', 'terima', 'kasih', 'nurohman', 'heli']",batu sae terima kasih nurohman heli
2025-05-23,21:04:00,kidjan4,1,SAE 👍👍👍,SAE ,sae ,sae,['sae'],['sae'],sae
2025-05-22,12:48:00,andysutris,3,dek batu kerjo tambah angel,dek batu kerjo tambah angel,dek batu kerjo tambah angel,dek batu kerjo tambah angel,"['dek', 'batu', 'kerjo', 'tambah', 'angel']","['dek', 'batu', 'kerjo', 'angel']",dek batu kerjo angel
2025-05-22,12:47:00,alfi.cantika8,1,"pak wali dan wakilnya tolong pintu gerbang kota wisata batu, kususnya desa pendem, tlg d benahi, supaya desa pendem pintu gerbang kota batu, supaya bisa sae",pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tlg d benahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tlg d benahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu khususnya desa pendem tolong di benahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,"['pak', 'wali', 'dan', 'wakilnya', 'tolong', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'khususnya', 'desa', 'pendem', 'tolong', 'di', 'benahi', 'supaya', 'desa', 'pendem', 'pintu', 'gerbang', 'kota', 'batu', 'supaya', 'bisa', 'sae']","['wali', 'wakilnya', 'tolong', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'desa', 'pendem', 'tolong', 'benahi', 'desa', 'pendem', 'pintu', 'gerbang', 'kota', 'batu', 'sae']",wali wakil tolong pintu gerbang kota wisata batu desa pendem tolong benah desa pendem pintu gerbang kota batu sae
2025-05-22,13:16:00,sch22066,1,buka lowongan pekerjaan terutama warga mbatu.karena pekerja di mbatu byk pekerja dr luar mbatu,buka lowongan pekerjaan terutama warga mbatukarena pekerja di mbatu byk pekerja dr luar mbatu,buka lowongan pekerjaan terutama warga mbatukarena pekerja di mbatu byk pekerja dr luar mbatu,buka lowongan pekerjaan terutama warga mbatukarena pekerja di mbatu banyak pekerja dari luar mbatu,"['buka', 'lowongan', 'pekerjaan', 'terutama', 'warga', 'mbatukarena', 'pekerja', 'di', 'mbatu', 'banyak', 'pekerja', 'dari', 'luar', 'mbatu']","['buka', 'lowongan', 'pekerjaan', 'warga', 'mbatukarena', 'pekerja', 'mbatu', 'pekerja', 'mbatu']",buka lowong kerja warga mbatukarena kerja mbatu kerja mbatu
2025-06-03,20:10:00,oktevabusokte,0,semangat untuk meningkatkan sinergi,semangat untuk meningkatkan sinergi,semangat untuk meningkatkan sinergi,semangat untuk meningkatkan sinergi,"['semangat', 'untuk', 'meningkatkan', 'sinergi']","['semangat', 'meningkatkan', 'sinergi']",semangat tingkat sinergi
2025-05-31,01:46:00,yogaa_dom,0,🥀,,,,[],[],
2025-05-24,17:16:00,morenmu74,0,🙏,,,,[],[],
2025-05-22,16:52:00,isaroh940,0,🥰🥰🥰,,,,[],[],
2025-05-22,12:49:00,alfi.cantika8,0,"👍👍👍, kalau d benahi apa d apdet sentuh pak wali", kalau d benahi apa d apdet sentuh pak wali, kalau d benahi apa d apdet sentuh pak wali,kalau di benahi apa di apdet sentuh pak wali,"['kalau', 'di', 'benahi', 'apa', 'di', 'apdet', 'sentuh', 'pak', 'wali']","['benahi', 'apdet', 'sentuh', 'wali']",benah apdet sentuh wali
2025-06-07,01:28:00,agushasanhawafi,1,"https://youtu.be/zexDjSwGcrc?si=83fZ2asHGyYnDid-
senam matur suwon Pak Dhe Karwo..Gus Ipul..di buat oleh ibu ibu pkh pujon...buah tangan sebelum purna tugas Jatim 1 dan 2....
SAE..Mbois Loop","
senam matur suwon Pak Dhe KarwoGus Ipuldi buat oleh ibu ibu pkh pujonbuah tangan sebelum purna tugas Jatim  dan 
SAEMbois Loop","
senam matur suwon pak dhe karwogus ipuldi buat oleh ibu ibu pkh pujonbuah tangan sebelum purna tugas jatim  dan 
saembois loop",senam matur suwon pak deh karwogus ipuldi buat oleh ibu ibu pkh pujonbuah tangan sebelum purna tugas jatim dan saembois loop,"['senam', 'matur', 'suwon', 'pak', 'deh', 'karwogus', 'ipuldi', 'buat', 'oleh', 'ibu', 'ibu', 'pkh', 'pujonbuah', 'tangan', 'sebelum', 'purna', 'tugas', 'jatim', 'dan', 'saembois', 'loop']","['senam', 'matur', 'suwon', 'deh', 'karwogus', 'ipuldi', 'pkh', 'pujonbuah', 'tangan', 'purna', 'tugas', 'jatim', 'saembois', 'loop']",senam matur suwon deh karwogus ipuldi pkh pujonbuah tangan purna tugas jatim saembois loop
2025-05-22,12:52:00,budenar25,1,semangat bapak walikota semoga Batu makin SAE..aman tentram gemah ripah loh jinawi salam santun 🙏🙏,semangat bapak walikota semoga Batu makin SAEaman tentram gemah ripah loh jinawi salam santun ,semangat bapak walikota semoga batu makin saeaman tentram gemah ripah loh jinawi salam santun ,semangat bapak walikota semoga batu makin saeaman tentram gemah ripah loh jinawi salam santun,"['semangat', 'bapak', 'walikota', 'semoga', 'batu', 'makin', 'saeaman', 'tentram', 'gemah', 'ripah', 'loh', 'jinawi', 'salam', 'santun']","['semangat', 'walikota', 'semoga', 'batu', 'saeaman', 'tentram', 'gemah', 'ripah', 'loh', 'jinawi', 'salam', 'santun']",semangat walikota moga batu saeaman tentram gemah ripah loh jawi salam santun
2025-03-05,11:11:00,adi.bethel,22,"pak Wali titip pengendalian pengalihan lahan pertanian untuk bangunan....dan jangan sampai apel yg menjadi ikon kota Batu kelak cuma menjadi cerita anak cucu kita... selamat bertugas, sehat dan sukses selalu pak Wali 🙏🙏",pak Wali titip pengendalian pengalihan lahan pertanian untuk bangunandan jangan sampai apel yg menjadi ikon kota Batu kelak cuma menjadi cerita anak cucu kita selamat bertugas sehat dan sukses selalu pak Wali ,pak wali titip pengendalian pengalihan lahan pertanian untuk bangunandan jangan sampai apel yg menjadi ikon kota batu kelak cuma menjadi cerita anak cucu kita selamat bertugas sehat dan sukses selalu pak wali ,pak wali titip pengendalian pengalihan lahan pertanian untuk bangunandan jangan sampai apel yang menjadi ikon kota batu kelak cuma menjadi cerita anak cucu kita selamat bertugas sehat dan sukses selalu pak wali,"['pak', 'wali', 'titip', 'pengendalian', 'pengalihan', 'lahan', 'pertanian', 'untuk', 'bangunandan', 'jangan', 'sampai', 'apel', 'yang', 'menjadi', 'ikon', 'kota', 'batu', 'kelak', 'cuma', 'menjadi', 'cerita', 'anak', 'cucu', 'kita', 'selamat', 'bertugas', 'sehat', 'dan', 'sukses', 'selalu', 'pak', 'wali']","['wali', 'titip', 'pengendalian', 'pengalihan', 'lahan', 'pertanian', 'bangunandan', 'apel', 'ikon', 'kota', 'batu', 'kelak', 'cerita', 'anak', 'cucu', 'selamat', 'bertugas', 'sehat', 'sukses', 'wali']",wali titip kendali alih lahan tani bangunandan apel ikon kota batu kelak cerita anak cucu selamat tugas sehat sukses wali
2025-03-05,09:00:00,cristy_wijayanti,5,Info buka bersama warga batu pak 😅,Info buka bersama warga batu pak ,info buka bersama warga batu pak ,info buka bersama warga batu pak,"['info', 'buka', 'bersama', 'warga', 'batu', 'pak']","['info', 'buka', 'warga', 'batu']",info buka warga batu
2025-03-05,15:21:00,heeyyviitt,3,Pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan buanyak banget yg buang sampah sembarangan 😫🙏🏻🙏🏻 bisa belajar dr kabupaten banyumas pak di sana pengelolaan sampahnya baguss banget,Pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan buanyak banget yg buang sampah sembarangan  bisa belajar dr kabupaten banyumas pak di sana pengelolaan sampahnya baguss banget,pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan buanyak banget yg buang sampah sembarangan  bisa belajar dr kabupaten banyumas pak di sana pengelolaan sampahnya baguss banget,pak tolong masalah pengelolahan sampahh di kota batu bisa segera di atasi soalnya saya sering keliling sepedahan buanyak banget yang buang sampah sembarangan bisa belajar dari kabupaten banyumas pak di sana pengelolaan sampahnya bagus banget,"['pak', 'tolong', 'masalah', 'pengelolahan', 'sampahh', 'di', 'kota', 'batu', 'bisa', 'segera', 'di', 'atasi', 'soalnya', 'saya', 'sering', 'keliling', 'sepedahan', 'buanyak', 'banget', 'yang', 'buang', 'sampah', 'sembarangan', 'bisa', 'belajar', 'dari', 'kabupaten', 'banyumas', 'pak', 'di', 'sana', 'pengelolaan', 'sampahnya', 'bagus', 'banget']","['tolong', 'pengelolahan', 'sampahh', 'kota', 'batu', 'atasi', 'keliling', 'sepedahan', 'buanyak', 'banget', 'buang', 'sampah', 'sembarangan', 'belajar', 'kabupaten', 'banyumas', 'pengelolaan', 'sampahnya', 'bagus', 'banget']",tolong pengelolahan sampahh kota batu atas keliling dah buanyak banget buang sampah sembarang ajar kabupaten banyumas kelola sampah bagus banget
2025-03-09,12:07:00,mutmainah3163,2,"Pak tolong tegakkan peraturan di pasar sesuai zonasi, krn sekarang sdh campur kasihan yg jualan di lantai 2, terutama di zona 8 dan 9, sdh banyak yg tutup. kalah dng yg di lantai 1 .",Pak tolong tegakkan peraturan di pasar sesuai zonasi krn sekarang sdh campur kasihan yg jualan di lantai  terutama di zona  dan  sdh banyak yg tutup kalah dng yg di lantai  ,pak tolong tegakkan peraturan di pasar sesuai zonasi krn sekarang sdh campur kasihan yg jualan di lantai  terutama di zona  dan  sdh banyak yg tutup kalah dng yg di lantai  ,pak tolong tegakkan peraturan di pasar sesuai zonasi karena sekarang sudah campur kasihan yang jualan di lantai terutama di zona dan sudah banyak yang tutup kalah dengan yang di lantai,"['pak', 'tolong', 'tegakkan', 'peraturan', 'di', 'pasar', 'sesuai', 'zonasi', 'karena', 'sekarang', 'sudah', 'campur', 'kasihan', 'yang', 'jualan', 'di', 'lantai', 'terutama', 'di', 'zona', 'dan', 'sudah', 'banyak', 'yang', 'tutup', 'kalah', 'dengan', 'yang', 'di', 'lantai']","['tolong', 'tegakkan', 'peraturan', 'pasar', 'sesuai', 'zonasi', 'campur', 'kasihan', 'jualan', 'lantai', 'zona', 'tutup', 'kalah', 'lantai']",tolong tegak atur pasar sesuai zonasi campur kasihan jual lantai zona tutup kalah lantai
2025-03-11,04:40:00,soniavernandezendel79,2,"pak satu lagi berantas korupsi d seluruh kota batu periksa smoa anggota"" perangkat desa dan audit smoa data warga masyarakat kota batu 🙏 smoga pak nur dan pak hely sllu d lindungi Alloh SWT 🙏",pak satu lagi berantas korupsi d seluruh kota batu periksa smoa anggota perangkat desa dan audit smoa data warga masyarakat kota batu  smoga pak nur dan pak hely sllu d lindungi Alloh SWT ,pak satu lagi berantas korupsi d seluruh kota batu periksa smoa anggota perangkat desa dan audit smoa data warga masyarakat kota batu  smoga pak nur dan pak hely sllu d lindungi alloh swt ,pak satu lagi berantas korupsi di seluruh kota batu periksa smoa anggota perangkat desa dan audit smoa data warga masyarakat kota batu semoga pak nur dan pak hely selalu di lindungi allah swt,"['pak', 'satu', 'lagi', 'berantas', 'korupsi', 'di', 'seluruh', 'kota', 'batu', 'periksa', 'smoa', 'anggota', 'perangkat', 'desa', 'dan', 'audit', 'smoa', 'data', 'warga', 'masyarakat', 'kota', 'batu', 'semoga', 'pak', 'nur', 'dan', 'pak', 'hely', 'selalu', 'di', 'lindungi', 'allah', 'swt']","['berantas', 'korupsi', 'kota', 'batu', 'periksa', 'smoa', 'anggota', 'perangkat', 'desa', 'audit', 'smoa', 'data', 'warga', 'masyarakat', 'kota', 'batu', 'semoga', 'nur', 'hely', 'lindungi', 'allah', 'swt']",berantas korupsi kota batu periksa smoa anggota perangkat desa audit smoa data warga masyarakat kota batu moga nur hely lindung allah swt
2025-03-05,09:05:00,mujiati301,2,pak di kelurahan sy di kelurahan sisir sampah surih nimbang serumit iti yach buang sampah,pak di kelurahan sy di kelurahan sisir sampah surih nimbang serumit iti yach buang sampah,pak di kelurahan sy di kelurahan sisir sampah surih nimbang serumit iti yach buang sampah,pak di kelurahan saya di kelurahan sisir sampah surih nimbang serumit iti ya buang sampah,"['pak', 'di', 'kelurahan', 'saya', 'di', 'kelurahan', 'sisir', 'sampah', 'surih', 'nimbang', 'serumit', 'iti', 'ya', 'buang', 'sampah']","['kelurahan', 'kelurahan', 'sisir', 'sampah', 'surih', 'nimbang', 'serumit', 'iti', 'ya', 'buang', 'sampah']",lurah lurah sisir sampah surih nimbang rumit iti ya buang sampah
2025-03-06,22:35:00,mbahbasori8,1,❤️,,,,[],[],
2025-03-08,13:33:00,yunidwi099,1,"selamat bekerja membenahi kota Batu pak.
salam saking wong kekep","selamat bekerja membenahi kota Batu pak
salam saking wong kekep","selamat bekerja membenahi kota batu pak
salam saking wong kekep",selamat bekerja membenahi kota batu pak salam saking wong kekep,"['selamat', 'bekerja', 'membenahi', 'kota', 'batu', 'pak', 'salam', 'saking', 'wong', 'kekep']","['selamat', 'membenahi', 'kota', 'batu', 'salam', 'saking', 'kekep']",selamat benah kota batu salam saking kekep
2025-03-08,16:44:00,dualapansatuu,1,@monieskeroncong produk asli batu,monieskeroncong produk asli batu,monieskeroncong produk asli batu,monieskeroncong produk asli batu,"['monieskeroncong', 'produk', 'asli', 'batu']","['monieskeroncong', 'produk', 'asli', 'batu']",monieskeroncong produk asli batu
2025-03-08,22:44:00,dekenganele,1,"pak nedi tulung tiang batu terutama lare nom nom an di buka aken lapangan pekerjaan, katah sing nganggur lulus sekolah matur nuwun pak nggih? 🙏🙏🙏",pak nedi tulung tiang batu terutama lare nom nom an di buka aken lapangan pekerjaan katah sing nganggur lulus sekolah matur nuwun pak nggih ,pak nedi tulung tiang batu terutama lare nom nom an di buka aken lapangan pekerjaan katah sing nganggur lulus sekolah matur nuwun pak nggih ,pak nedi tulung tiang batu terutama lare nom nom an di buka aken lapangan pekerjaan katah sing nganggur lulus sekolah matur nuwun pak nggih,"['pak', 'nedi', 'tulung', 'tiang', 'batu', 'terutama', 'lare', 'nom', 'nom', 'an', 'di', 'buka', 'aken', 'lapangan', 'pekerjaan', 'katah', 'sing', 'nganggur', 'lulus', 'sekolah', 'matur', 'nuwun', 'pak', 'nggih']","['nedi', 'tulung', 'tiang', 'batu', 'lare', 'nom', 'nom', 'an', 'buka', 'aken', 'lapangan', 'pekerjaan', 'katah', 'sing', 'nganggur', 'lulus', 'sekolah', 'matur', 'nuwun', 'nggih']",nedi tulung tiang batu lare nom nom an buka aken lapang kerja katah sing nganggur lulus sekolah matur nuwun nggih
2025-03-09,06:23:00,hasyim.arkanza,1,pak mohon perhatian nya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur. matur Suwon,pak mohon perhatian nya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur matur Suwon,pak mohon perhatian nya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur matur suwon,pak mohon perhatian ya untuk harga pupuk dan obat untuk tanaman di benahi biar petani batu bisa hidup makmur matur suwon,"['pak', 'mohon', 'perhatian', 'ya', 'untuk', 'harga', 'pupuk', 'dan', 'obat', 'untuk', 'tanaman', 'di', 'benahi', 'biar', 'petani', 'batu', 'bisa', 'hidup', 'makmur', 'matur', 'suwon']","['mohon', 'perhatian', 'ya', 'harga', 'pupuk', 'obat', 'tanaman', 'benahi', 'biar', 'petani', 'batu', 'hidup', 'makmur', 'matur', 'suwon']",mohon perhati ya harga pupuk obat tanam benah biar tani batu hidup makmur matur suwon
2025-03-05,22:39:00,novaabraham7,1,semoga amanah dan berpihak pada rakyat kecil amin...🙏🙏🙏,semoga amanah dan berpihak pada rakyat kecil amin,semoga amanah dan berpihak pada rakyat kecil amin,semoga amanah dan berpihak pada rakyat kecil amin,"['semoga', 'amanah', 'dan', 'berpihak', 'pada', 'rakyat', 'kecil', 'amin']","['semoga', 'amanah', 'berpihak', 'rakyat', 'amin']",moga amanah pihak rakyat amin
2025-03-06,04:26:00,kodewsinam88,1,assalamualaikum pak wali semoga ada program subsidi rumah murah bagi warga kota batu,assalamualaikum pak wali semoga ada program subsidi rumah murah bagi warga kota batu,assalamualaikum pak wali semoga ada program subsidi rumah murah bagi warga kota batu,assalamualaikum pak wali semoga ada program subsidi rumah murah bagi warga kota batu,"['assalamualaikum', 'pak', 'wali', 'semoga', 'ada', 'program', 'subsidi', 'rumah', 'murah', 'bagi', 'warga', 'kota', 'batu']","['assalamualaikum', 'wali', 'semoga', 'program', 'subsidi', 'rumah', 'murah', 'warga', 'kota', 'batu']",assalamualaikum wali moga program subsidi rumah murah warga kota batu
2025-07-08,21:06:00,yuliani_bl,1,"selamat malam pak mau menyampaikan, lampu jalan di jl. trunojoyo songgokerto (dari jl. flamboyan sampai arah POM bensin) sudah 1 bulan ini mati
barusan saja terjadi kecelakaan tunggal dikarenakan jalannya gelap sehingga pengendara terpelosok menabrak pohon
mohon segera ditindak lanjuti pak agar tidak ada korban lainnya 🙏🏻
terima kasih pak","selamat malam pak mau menyampaikan lampu jalan di jl trunojoyo songgokerto dari jl flamboyan sampai arah POM bensin sudah  bulan ini mati
barusan saja terjadi kecelakaan tunggal dikarenakan jalannya gelap sehingga pengendara terpelosok menabrak pohon
mohon segera ditindak lanjuti pak agar tidak ada korban lainnya 
terima kasih pak","selamat malam pak mau menyampaikan lampu jalan di jl trunojoyo songgokerto dari jl flamboyan sampai arah pom bensin sudah  bulan ini mati
barusan saja terjadi kecelakaan tunggal dikarenakan jalannya gelap sehingga pengendara terpelosok menabrak pohon
mohon segera ditindak lanjuti pak agar tidak ada korban lainnya 
terima kasih pak",selamat malam pak mau menyampaikan lampu jalan di jl trunojoyo songgokerto dari jl flamboyan sampai arah pom bensin sudah bulan ini mati barusan saja terjadi kecelakaan tunggal dikarenakan jalannya gelap sehingga pengendara terpelosok menabrak pohon mohon segera ditindak lanjuti pak agar tidak ada korban lainnya terima kasih pak,"['selamat', 'malam', 'pak', 'mau', 'menyampaikan', 'lampu', 'jalan', 'di', 'jl', 'trunojoyo', 'songgokerto', 'dari', 'jl', 'flamboyan', 'sampai', 'arah', 'pom', 'bensin', 'sudah', 'bulan', 'ini', 'mati', 'barusan', 'saja', 'terjadi', 'kecelakaan', 'tunggal', 'dikarenakan', 'jalannya', 'gelap', 'sehingga', 'pengendara', 'terpelosok', 'menabrak', 'pohon', 'mohon', 'segera', 'ditindak', 'lanjuti', 'pak', 'agar', 'tidak', 'ada', 'korban', 'lainnya', 'terima', 'kasih', 'pak']","['selamat', 'malam', 'lampu', 'jalan', 'jl', 'trunojoyo', 'songgokerto', 'jl', 'flamboyan', 'arah', 'pom', 'bensin', 'mati', 'barusan', 'kecelakaan', 'tunggal', 'jalannya', 'gelap', 'pengendara', 'terpelosok', 'menabrak', 'pohon', 'mohon', 'ditindak', 'lanjuti', 'korban', 'terima', 'kasih']",selamat malam lampu jalan jl trunojoyo songgokerto jl flamboyan arah pom bensin mati barusan celaka tunggal jalan gelap kendara pelosok tabrak pohon mohon tindak lanjut korban terima kasih
2025-03-09,17:39:00,mochamadnoercahyo,1,pak mohon solusi untuk driver ojek online tentang mikrolet gratis untuk pelajar...untuk driver ojol cukup berpengaruh dengan ada mikrolet grtis.sepi,pak mohon solusi untuk driver ojek online tentang mikrolet gratis untuk pelajaruntuk driver ojol cukup berpengaruh dengan ada mikrolet grtissepi,pak mohon solusi untuk driver ojek online tentang mikrolet gratis untuk pelajaruntuk driver ojol cukup berpengaruh dengan ada mikrolet grtissepi,pak mohon solusi untuk driver ojek online tentang mikrolet gratis untuk pelajaruntuk driver ojol cukup berpengaruh dengan ada mikrolet grtissepi,"['pak', 'mohon', 'solusi', 'untuk', 'driver', 'ojek', 'online', 'tentang', 'mikrolet', 'gratis', 'untuk', 'pelajaruntuk', 'driver', 'ojol', 'cukup', 'berpengaruh', 'dengan', 'ada', 'mikrolet', 'grtissepi']","['mohon', 'solusi', 'driver', 'ojek', 'online', 'mikrolet', 'gratis', 'pelajaruntuk', 'driver', 'ojol', 'berpengaruh', 'mikrolet', 'grtissepi']",mohon solusi driver ojek online mikrolet gratis pelajaruntuk driver ojol pengaruh mikrolet grtissepi
2025-03-09,19:20:00,idafitriani090,1,"panjang umur sehat selalu Pak wali, lancar barokah dalam bertugas, rakyatnya makmur gemah ripah lohjinawi🤲🤲",panjang umur sehat selalu Pak wali lancar barokah dalam bertugas rakyatnya makmur gemah ripah lohjinawi,panjang umur sehat selalu pak wali lancar barokah dalam bertugas rakyatnya makmur gemah ripah lohjinawi,panjang umur sehat selalu pak wali lancar barokah dalam bertugas rakyatnya makmur gemah ripah lohjinawi,"['panjang', 'umur', 'sehat', 'selalu', 'pak', 'wali', 'lancar', 'barokah', 'dalam', 'bertugas', 'rakyatnya', 'makmur', 'gemah', 'ripah', 'lohjinawi']","['umur', 'sehat', 'wali', 'lancar', 'barokah', 'bertugas', 'rakyatnya', 'makmur', 'gemah', 'ripah', 'lohjinawi']",umur sehat wali lancar barokah tugas rakyat makmur gemah ripah lohjinawi
2025-03-10,15:52:00,jorcy.mark,1,org batu jgn hanya mengkritik tapi sinergikan. budaya org batu bukan mengkritik dgn kemanjaan tapi gotong royong. salam mbatu sae 👍,org batu jgn hanya mengkritik tapi sinergikan budaya org batu bukan mengkritik dgn kemanjaan tapi gotong royong salam mbatu sae ,org batu jgn hanya mengkritik tapi sinergikan budaya org batu bukan mengkritik dgn kemanjaan tapi gotong royong salam mbatu sae ,orang batu jangan hanya mengkritik tapi sinergikan budaya orang batu bukan mengkritik dengan kemanjaan tapi gotong royong salam mbatu sae,"['orang', 'batu', 'jangan', 'hanya', 'mengkritik', 'tapi', 'sinergikan', 'budaya', 'orang', 'batu', 'bukan', 'mengkritik', 'dengan', 'kemanjaan', 'tapi', 'gotong', 'royong', 'salam', 'mbatu', 'sae']","['orang', 'batu', 'mengkritik', 'sinergikan', 'budaya', 'orang', 'batu', 'mengkritik', 'kemanjaan', 'gotong', 'royong', 'salam', 'mbatu', 'sae']",orang batu kritik sinergi budaya orang batu kritik manja gotong royong salam mbatu sae
2025-03-10,23:31:00,afdhal8561,1,"semangat PK wali,baik walikota,maupun wakilnya ckk nur SAE👍👍joooos buat batu kedepan moga membatu guru yg belum di angkat pegawai",semangat PK walibaik walikotamaupun wakilnya ckk nur SAEjoooos buat batu kedepan moga membatu guru yg belum di angkat pegawai,semangat pk walibaik walikotamaupun wakilnya ckk nur saejoooos buat batu kedepan moga membatu guru yg belum di angkat pegawai,semangat pakai walibaik walikotamaupun wakilnya ckk nur saejoooos buat batu kedepan moga membatu guru yang belum di angkat pegawai,"['semangat', 'pakai', 'walibaik', 'walikotamaupun', 'wakilnya', 'ckk', 'nur', 'saejoooos', 'buat', 'batu', 'kedepan', 'moga', 'membatu', 'guru', 'yang', 'belum', 'di', 'angkat', 'pegawai']","['semangat', 'pakai', 'walibaik', 'walikotamaupun', 'wakilnya', 'ckk', 'nur', 'saejoooos', 'batu', 'kedepan', 'moga', 'membatu', 'guru', 'angkat', 'pegawai']",semangat pakai walibaik walikotamaupun wakil ckk nur saejoooos batu depan moga batu guru angkat pegawai
2025-03-11,04:52:00,dwikaryawati345,1,"sehat selalu pak ,, semangat",sehat selalu pak  semangat,sehat selalu pak  semangat,sehat selalu pak semangat,"['sehat', 'selalu', 'pak', 'semangat']","['sehat', 'semangat']",sehat semangat
2025-03-11,22:11:00,ilyasnazaruddin,1,salam santun kagem BPK Nurokhman ugi BPK helli Mugi batu tambah maju🙏,salam santun kagem BPK Nurokhman ugi BPK helli Mugi batu tambah maju,salam santun kagem bpk nurokhman ugi bpk helli mugi batu tambah maju,salam santun kagem bpk nurokhman ugi bpk helli mugi batu tambah maju,"['salam', 'santun', 'kagem', 'bpk', 'nurokhman', 'ugi', 'bpk', 'helli', 'mugi', 'batu', 'tambah', 'maju']","['salam', 'santun', 'kagem', 'bpk', 'nurokhman', 'ugi', 'bpk', 'helli', 'mugi', 'batu', 'maju']",salam santun kagem bpk nurokhman ugi bpk helli mugi batu maju
2025-03-11,22:23:00,aidanazakhi,1,"selamat menjalankan tugas bpk wali,salam dari bolo bumiaji",selamat menjalankan tugas bpk walisalam dari bolo bumiaji,selamat menjalankan tugas bpk walisalam dari bolo bumiaji,selamat menjalankan tugas bpk walisalam dari bolo bumiaji,"['selamat', 'menjalankan', 'tugas', 'bpk', 'walisalam', 'dari', 'bolo', 'bumiaji']","['selamat', 'menjalankan', 'tugas', 'bpk', 'walisalam', 'bolo', 'bumiaji']",selamat jalan tugas bpk walisalam bolo bumiaji
2025-03-12,04:18:00,vendy.bams87,1,p wali tlg d psr batu d adakan nobar timnas biar wrgane seneng timnas e tmbah SAE😊,p wali tlg d psr batu d adakan nobar timnas biar wrgane seneng timnas e tmbah SAE,p wali tlg d psr batu d adakan nobar timnas biar wrgane seneng timnas e tmbah sae,p wali tolong di psr batu di adakan timnas biar wrgane senang timnas e tambah sae,"['p', 'wali', 'tolong', 'di', 'psr', 'batu', 'di', 'adakan', 'timnas', 'biar', 'wrgane', 'senang', 'timnas', 'e', 'tambah', 'sae']","['p', 'wali', 'tolong', 'psr', 'batu', 'adakan', 'timnas', 'biar', 'wrgane', 'senang', 'timnas', 'e', 'sae']",p wali tolong psr batu adakan timnas biar wrgane senang timnas e sae
2025-03-12,12:51:00,mr.bledukekayu,1,🥰🥰🥰🥰,,,,[],[],
2025-03-14,20:14:00,user5721281861305,1,sukses dan amanah untuk kota Batu SAE P. wal,sukses dan amanah untuk kota Batu SAE P wal,sukses dan amanah untuk kota batu sae p wal,sukses dan amanah untuk kota batu sae p wal,"['sukses', 'dan', 'amanah', 'untuk', 'kota', 'batu', 'sae', 'p', 'wal']","['sukses', 'amanah', 'kota', 'batu', 'sae', 'p', 'wal']",sukses amanah kota batu sae p wal
2025-03-18,15:01:00,edy0161,1,kolaborasi yang pas untuk Batu semakin maju.,kolaborasi yang pas untuk Batu semakin maju,kolaborasi yang pas untuk batu semakin maju,kolaborasi yang pas untuk batu semakin maju,"['kolaborasi', 'yang', 'pas', 'untuk', 'batu', 'semakin', 'maju']","['kolaborasi', 'pas', 'batu', 'maju']",kolaborasi pas batu maju
2025-03-18,18:21:00,user324143387062kus,1,sehat2 slalu pak walikota dan pak wawali kota batu,sehat slalu pak walikota dan pak wawali kota batu,sehat slalu pak walikota dan pak wawali kota batu,sehat selalu pak walikota dan pak wawali kota batu,"['sehat', 'selalu', 'pak', 'walikota', 'dan', 'pak', 'wawali', 'kota', 'batu']","['sehat', 'walikota', 'wawali', 'kota', 'batu']",sehat walikota wawali kota batu
2025-03-18,18:37:00,andinipakdhetirto,1,sering2 jalan2 pak masuk kampung nyapa warga,sering jalan pak masuk kampung nyapa warga,sering jalan pak masuk kampung nyapa warga,sering jalan pak masuk kampung nyapa warga,"['sering', 'jalan', 'pak', 'masuk', 'kampung', 'nyapa', 'warga']","['jalan', 'masuk', 'kampung', 'nyapa', 'warga']",jalan masuk kampung nyapa warga
