date,time,username,diggCount,steming_data,Score,Sentiment
2025-07-15,22:38:00,tukangsambad008,9,tukang parkir alunalun kayakaya anjir mobil hasil parkir wajar pad demo,2,Positif
2025-07-16,05:53:00,indonesia_lelah,1,banyak parkirmales,0,Netral
2025-03-07,11:00:00,nyimass112,0,budaya asli kota batu go internasional pakkk,0,Netral
2025-03-05,09:55:00,ernazsiswanto,0,lets go sae,0,Netral
2025-03-05,14:37:00,cak_fath1977,0,bismillah istikamah orang nurochmansae,1,Positif
2025-03-08,00:14:00,chandrasari08,0,bantu polisi sayaaku adik e mbak pit alun alun,0,Netral
2025-03-05,21:32:00,user4706082119305,1,batu mbatumu mbatuku hati hati ya ngger,1,Positif
2025-03-05,17:37:00,sholikhinkin,1,selamat jalan tugas walijika kanan nitip rubah nama masjid milik perintah kota batu milik masyarakat batu masjid bangun uang rakyat,3,Positif
2025-03-05,14:56:00,frankysubejo,1,doa baik moga amanah rakyat batu makmur sejahtera aman guyup rukunamin,3,Positif
2025-03-05,14:01:00,ani51746,1,tara tukang pijat kampung pakkk janji heli,0,Netral
2025-03-05,11:49:00,wiwiksetiyawan19,1,selamat karya moga kota batu maju,2,Positif
2025-03-05,11:57:00,daypus1,1,selamat moga batu maju rakyat hidup makmur,3,Positif
2025-03-05,09:12:00,mifasaja,1,selamat jalan tugas moga amanah emban amanah warga batu,3,Positif
2025-05-04,12:49:00,jm_weldding,0,mantap p wali wawali ku batu sae,1,Positif
2025-07-16,16:12:00,radea.pijar,0,tukang parkir lo kapai,0,Netral
2025-04-20,18:45:00,dhewi_sarunii93,0,coba buka lowong kerja batas usia biar rumah tangga,1,Positif
2025-04-26,08:34:00,soniavernandezendel79,6,jadi kota batu adem sejuk asri kayak panas banget byknya bangun batu sae,-1,Negatif
2025-04-27,21:54:00,cak_ek,1,lo cak noo,0,Netral
2025-04-26,13:32:00,wahyukusumawardhana,1,sae keren salam datheng bopo yono nggih heli,0,Netral
2025-04-25,17:59:00,paktaufiqq,1,sehat sehat engah sae,0,Netral
2025-04-25,16:09:00,mahe_hendra,1,lestari budaya jawarahayu,1,Positif
2025-04-25,17:15:00,bambangsulistiyo783,1,ujutes nandur nandur nandur lindung sumber mata air,-1,Negatif
2025-04-25,16:43:00,nimadefitri,1,pokok e josz moga sumber mata air kota batu lestari sae,-1,Negatif
2025-04-30,10:12:00,user5015449236651,0,sae,0,Netral
2025-05-04,13:08:00,bilatuananti,0,sumber limpah rejeki barokah bpk wali kota wawali sehat sukses,2,Positif
2025-05-05,09:51:00,wolfieees23,1,aristaaa,0,Netral
2025-04-26,06:11:00,scorpio_167,1,suka,0,Netral
2025-04-25,22:32:00,purmiasihasica,1,suka sih,0,Netral
2025-04-25,22:34:00,suyanti7271,1,mantap,1,Positif
2025-04-25,19:06:00,bambang_wachyudi,1,mbatu sae,0,Netral
2025-04-11,06:57:00,hiace7040,5,ijin wali jalur klemuk masuk wilayah kota batu aspal ulang bahaya posisi pas tanjak terimakasih,-2,Negatif
2025-04-11,13:25:00,nohara87.channel,2,cak tulung pupuk tani murah trimakasih,1,Positif
2025-04-11,12:24:00,nimadefitri,1,ajak tonton film,0,Netral
2025-05-03,13:45:00,_ridhooooooooo,0,sedih,-1,Negatif
2025-04-17,07:36:00,hermantwow,0,saeeeeeee,0,Netral
2025-04-11,09:45:00,mirzarema,1,semangaat bahagia,0,Netral
2025-05-09,09:30:00,rinyrizki30,0,riny rizkibagaimana pkl gusur satpol pp jual minggir bakul sempol masjid annur jalan masuk kaum,0,Netral
2025-05-07,17:12:00,oioi23526,0,dal nang agro wes elek mbok aspal maneh,-2,Negatif
2025-05-06,21:35:00,user8297351558452wxlkj,0,ayah ya temenku polisi,1,Positif
2025-05-09,13:57:00,dummzy_,2,drumband gitapati pakk,0,Netral
2025-05-03,23:57:00,afdhal8561,1,alhamdulillah sukses elemen kota batu,1,Positif
2025-05-05,09:33:00,uus1891,1,desa torongrejo butuh lurah pj kendala surat surat ditandatangani lurah pj,-1,Negatif
2025-05-03,12:05:00,rudyismail1,1,mantap,1,Positif
2025-05-05,09:56:00,olynnnxxxyy,1,ria main suara gue habis,0,Netral
2025-05-03,20:47:00,kz.lann,3,b r velll,0,Netral
2025-05-10,22:00:00,beachyx_alyaaa,0,sae,0,Netral
2025-05-03,19:10:00,dhevan._______,2,tablet ya,1,Positif
2025-05-03,17:51:00,hermantwow,1,sse tenan iki,0,Netral
2025-05-03,18:11:00,suherminrahayuspd,1,alhamdulillah batu sae sanget,1,Positif
2025-05-07,13:37:00,helgaaasii,0,abinya airin nih sahabat tema airin,0,Netral
2025-04-19,16:44:00,ipinsetiaw,2,sedia,1,Positif
2025-04-19,22:52:00,ghffrsmail,1,mantap sae mantap sae lupa orang juang moga amanah mensejaterahkan mbatu asli,5,Positif
2025-04-19,17:41:00,kawasa938,1,mantab sehat wali,0,Netral
2025-04-19,23:01:00,vikikimos,1,sehat wali sae,0,Netral
2025-05-15,23:26:00,rubiani71,0,semangat monggo bikin maju kota batu cinta nurman helik hebat ya,1,Positif
2025-06-05,08:53:00,siti15432,0,heerm kaos,-1,Negatif
2025-04-15,12:11:00,nourzetisme,3,masuk bikin perda atur desak jalan kampung malam parkir kendara pribadi mohon tertib ganggu guna jalan,-1,Negatif
2025-05-01,09:02:00,edy0161,1,sehat sukses,1,Positif
2025-04-14,14:22:00,ghffrsmail,2,mantap wali wawali kompak moga langkung sae,2,Positif
2025-04-13,04:27:00,bintang.apel.kwb,1,semangat semangat,0,Netral
2025-05-23,16:34:00,enaedz,2,ririrind anissadm kinntwice,0,Netral
2025-04-13,09:22:00,mohamadsofii27,1,suka sae,0,Netral
2025-04-13,11:36:00,its_ipm,2,ancen sekolah mbois ket bien alumni,1,Positif
2025-04-13,07:40:00,joenabilanwar2,1,assalamualaikum walikota sampah jalan jalan taruh trotoar pohon mohon dinas kait tindak lanjut maturnuwun,1,Positif
2025-04-13,10:26:00,mbah.bayu7,0,ayo cak nur gae gebrak opo konolo ck jos batu,1,Positif
2025-07-11,16:26:00,imawambeji,0,batu sae,0,Netral
2025-05-04,15:09:00,bilatuananti,0,amin kota batu maju,-1,Negatif
2025-06-01,17:33:00,catur_puryanto,1,mantap,1,Positif
2025-04-22,19:54:00,ranus.songgoriti,0,candi supo songgoriti budaya leluhur,0,Netral
2025-04-29,14:20:00,purwancangar,1,rap api,0,Netral
2025-04-25,06:55:00,agussusanto6292,1,mantab wali wawali,0,Netral
2025-04-22,15:38:00,ultraxion8,0,update wisata kota batu saeee,-1,Negatif
2025-04-22,17:24:00,hermantwow,0,sae tenan wis,0,Netral
2025-04-22,12:40:00,wong_t4n12025,1,semangat cak nur batu support sampean karo cak helly nggowo kota batu maju bagus teko,-1,Negatif
2025-04-22,13:08:00,thaliban612,0,saee,0,Netral
2025-04-22,16:01:00,sudionomojorejo,0,batu asli rubah batu dunia,1,Positif
2025-05-22,09:42:00,mbah.bayu7,0,dal brumbung ngebruk surfei benakno mosok mek catet tok laksanakno,0,Netral
2025-04-22,15:55:00,nimadefitri,1,maju kota wisata batu,-1,Negatif
2025-04-22,19:33:00,devildevil0253,0,ora senang padi zonk,-1,Negatif
2025-04-22,14:40:00,.ncnc_,0,lucu banget,1,Positif
2025-05-04,12:14:00,jm_weldding,0,alhamdulillah p wali moga maju ros batu sae,2,Positif
2025-04-22,12:31:00,magdalenaa_2072,1,mantap batu sae,1,Positif
2025-04-16,13:59:00,dananjaya_olshop97,1,moga yamaju umkm indonesia,1,Positif
2025-04-16,15:51:00,rangga.kredna,1,rata,0,Netral
2025-05-10,19:09:00,sukirnotohu,1,lucu,0,Netral
2025-04-16,12:07:00,joenabilanwar2,1,moga lanjut sasar sehat semangat,1,Positif
2025-05-06,18:05:00,cak_mulyanto,2,sampah tangan musnah sampah bakar janji kampanye atas,-2,Negatif
2025-05-06,14:43:00,ghffrsmail,2,kerja nyata tunjuk mbatu masyarakat sae kerja kerja tnngg walikota seremonial,3,Positif
2025-05-09,09:30:00,rinyrizki30,1,pkl gusur satpol pp jual minggir bakul sempol masjid annur jalan masuk kaum,0,Netral
2025-05-10,18:44:00,sukirnotohu,1,saeee,0,Netral
2025-05-08,06:25:00,hermantwow,1,sae riiiiiiiiii,0,Netral
2025-05-28,19:01:00,idafitriani090,0,kesupen kulo engah laku umkm mas wali mas wawali,0,Netral
2025-03-26,19:51:00,isticharoh2,2,sempat laku umkm,0,Netral
2025-03-25,05:42:00,kopibedebg24,2,laku umkm,0,Netral
2025-03-28,06:52:00,user9543858336371,21,salut tugas sapu jalan kota batu beliao garis kota wisata keluh kesah perhati pemerintahanya,-4,Negatif
2025-03-28,04:04:00,fathur.rozi60,9,mohon thr persen gaji,1,Positif
2025-03-30,05:05:00,rwitjaksonobobby,3,sehat saudara team sapu jalantrima kasih kwb bersih nyamansehat semangat,0,Netral
2025-03-29,22:44:00,hndyyyyyyyy20,1,saeee,0,Netral
2025-04-03,06:42:00,nimadefitri,3,tugas bersih orangorang kenal lelah hujan panas semangat perhati tambah gaji salam sehat saudara,0,Netral
2025-05-30,08:21:00,sita.wahyuni,0,warga batu hadir niat hati pengin tim bersih kota batu pye mikir maneh umpomo mangkate podo gowo dah dwe wes ora dwe dah tau dwe kredit rong lunas sileh gondol pis jane yow niat melu bersih bersih iki ra curhat lo sak benere opo onone,-7,Negatif
2025-03-28,14:55:00,devildevil0253,2,mbaku buyut mbatu asli nyawang septaran alun alun sumpek puol,-1,Negatif
2025-03-28,11:40:00,ilultuzunitaastut,3,salam lestari moga sehat semangat teman teman ku tukang sapu jalan,0,Netral
2025-03-28,06:59:00,joenabilanwar2,4,kota wisata bersih utama moga sadar buang sampah sembarang tumbuh sehat ya,-2,Negatif
2025-04-05,12:08:00,jalan.jalanwisata,1,salam hormat juang bersih kota batu,-1,Negatif
2025-03-28,03:57:00,srirahayu33063,3,semagat sobat ya,1,Positif
2025-04-01,07:13:00,dian.astoko,0,sehat orang orang,0,Netral
2025-03-28,22:29:00,efendiarsyiarsya,9,kota batu kota indah kunjung wisatawan tolong perhati sejahtera,-2,Negatif
2025-03-28,04:11:00,ani51746,0,tinggal tukang pijat kampung sepele mohon perhati lirik pakkk,-1,Negatif
2025-03-28,07:38:00,ultraxion8,0,kota batu taman buka rw,0,Netral
2025-03-28,14:56:00,devildevil0253,2,sing bakul datang thok,0,Netral
2025-03-28,14:59:00,devildevil0253,1,ya sak karep,1,Positif
2025-03-28,14:58:00,devildevil0253,1,nggon sak cengkil angel,0,Netral
2025-04-05,12:10:00,jalan.jalanwisata,1,salam santun cak nur wakilnyaterima kasih turun jalan,0,Netral
2025-03-28,14:57:00,devildevil0253,1,mbatu asli bakul kangelan,1,Positif
2025-04-15,21:07:00,segobabat4646,0,kang besih bersih biyasane turu neng musola,0,Netral
2025-03-30,15:30:00,anisanoviantiii,3,gaji gasampe juta lebaran thr libur potong gaji moga tindak lanjut ya kerja main event batu smpek pagi stay smpek slesai,4,Positif
2025-03-30,23:16:00,botanicaldrinktjapdl98,1,shining kota ku berkat mbakmasibubapak tanteom,0,Netral
2025-03-28,14:59:00,devildevil0253,2,gawe bakul,0,Netral
2025-03-28,09:03:00,zulaikah946,3,tukang sampah libur haripengambilan sampah rumah rumah ambil numpuk kurang sampahnyaapalagi habis acara lingkung sampah overloaddan prilaku warga buang sampah pilah pilah susah,-7,Negatif
2025-04-10,14:13:00,casper.amv,1,kali janjine wali,0,Netral
2025-04-10,18:16:00,soniavernandezendel79,3,mohon maaf kasih saran audit smoa dewan jalan tugas real bersih korupsi bawah dewan kerja cuman cari muka sudut salam damai batu sae,-3,Negatif
2025-04-13,18:53:00,agengsapto,0,alhamdulillah lanjut datang warga kota batu dukung program njenengan njenengan sae,0,Netral
2025-03-18,19:31:00,ronibatu18,1,sae mas,0,Netral
2025-03-14,23:12:00,mones035,1,moga amanah massehat,2,Positif
2025-03-14,23:50:00,yuswoeko,1,moga andap asor,0,Netral
2025-05-07,19:50:00,kanayucitytourvila,0,ojo lali stadion e dandanicek ketok nyata kerjo e,-1,Negatif
2025-03-26,12:37:00,c4hndugal0204,3,urus insentif ajar aju kali,-1,Negatif
2025-03-26,17:46:00,sigitdava122,2,cak nur jagan lupa janji kasih insetip gali kubur,0,Netral
2025-05-25,17:15:00,harrrrr1562,1,mohon maaf masalah selesai buang sampah sampah cecer jalan jalan lihat jalan belah kantor pos pagi sampah taruh situ,-5,Negatif
2025-03-26,08:49:00,212_b4tu,0,moga barokah membarokahi semua amin allohumma amin,0,Netral
2025-05-10,01:40:00,bilatuananti,1,alhamdullilah sae kota batu,-1,Negatif
2025-03-26,08:04:00,joenabilanwar2,0,berkah kah alhamdulillah walikota moga ramadhan sajasehat walikota,3,Positif
2025-03-26,05:47:00,muhaiminelly,0,alhamdulillah moga bawa berkah kota batu,2,Positif
2025-03-26,12:44:00,mustofa.amin751,1,mantap cak nur barokahallah,1,Positif
2025-03-26,05:39:00,thebrantaz5,1,enggeh masukbojokulo seng honorer pirangtaun kersane ngersakne gaji,0,Netral
2025-03-26,10:44:00,erna.wati6412,1,terimakasih tepat janji insentif guru aji sunah naik,3,Positif
2025-03-26,09:13:00,fikri.thalib,0,alhamdulillah langsung gas walikota rakyat,1,Positif
2025-03-27,17:03:00,cak.yud80,1,alhamdulillahbarokallohcak nursae,0,Netral
2025-03-28,07:51:00,budidollah,1,kerja nyatalanjutkan,1,Positif
2025-03-26,12:23:00,ronibatu18,1,sae,0,Netral
2025-03-26,03:38:00,ani51746,0,alhamdullillah amanah,1,Positif
2025-03-26,06:13:00,yanti16288,0,alhamdulillah,1,Positif
2025-05-17,16:19:00,bilatuananti,0,alhamdullilah sae,0,Netral
2025-03-19,09:05:00,soniavernandezendel79,2,qlo kota batu jadi adem n sejuk batu panas byknya bangun lahan tani hilang adab moga nurhely pimpin amanah masyarakat kota batu,1,Positif
2025-03-18,14:58:00,wildapratiwi85,23,hutanpohon kota batu tebang cafetaman bermainbatu daerah gunung kena banjir,-2,Negatif
2025-03-18,16:58:00,andinipakdhetirto,3,batas bangun batu indah alam tolong bantu tani indonesia wilayah batu maju,-1,Negatif
2025-03-19,08:22:00,naniktriasih,5,ikon kota batu apel batu hilang keluatanya jrg orang nanam apel ganti nanam jeruk,-1,Negatif
2025-04-03,10:30:00,joko.prasetyo68,1,penting lahan hijau tani habis rumah biar tani kota batu jalan lahan hijau tubruk rumah kembang lahan hijau kurang,3,Positif
2025-03-18,18:16:00,adi_marine,2,mantap semogha tani batu maju kembang,2,Positif
2025-04-04,08:44:00,catur_puryanto,1,abah nur,1,Positif
2025-03-18,16:13:00,57homestay,4,pengin tani due ladang,-1,Negatif
2025-05-15,06:32:00,tariono01,1,mudah mudah batu makmur wali,1,Positif
2025-03-21,07:36:00,dedeksetiasantoso,1,mantabsae,0,Netral
2025-03-18,13:57:00,andikabudii,12,lapang kerja sulit,2,Positif
2025-03-24,21:52:00,oneng.onyos,2,perintah kota batu jenis sayur buah tampung harga stabil kanbiar tani bangkrut,0,Netral
2025-03-29,22:24:00,kaji_kiron83,1,tani muda kota batu lo kih mosok ra dijak om,-2,Negatif
2025-03-20,15:45:00,antokmbatu,1,panggah sing sogeh bakule,1,Positif
2025-04-03,14:18:00,joenabilanwar2,1,moga bawa dampak positif tani tambah lapang kerja masyarakat kota batu,3,Positif
2025-03-19,14:56:00,srirahayu33063,1,pakai wali,0,Netral
2025-03-21,10:18:00,habibie_orchids,1,mas novianto,0,Netral
2025-03-21,07:25:00,agussusanto6292,1,mantab wali,0,Netral
2025-03-18,14:03:00,patemtok,3,pakai punx lahan tan cari perkerjan pakai,-1,Negatif
2025-03-18,20:27:00,crystoper1,2,semangat abah sampun lali thr naik gaji pegawai dlh tepat pegawai sapu jalan raya matur nuwon,2,Positif
2025-03-19,08:24:00,irotul1,1,wadah hasil bumi,1,Positif
2025-03-28,17:29:00,ahmadalsodiq,1,desa tulungrejo produk jeruk biar ekspor,1,Positif
2025-03-20,08:58:00,novaoktafiyanti,1,ekspor harga tani mahalgass tani,1,Positif
2025-03-18,15:30:00,ronibatu18,1,langsung sae cak,1,Positif
2025-03-18,14:56:00,taumbethik,2,mantaptapi pilih pilihpetani batu butuh arah mula,-3,Negatif
2025-03-18,20:35:00,zerozevengarage,1,lok kirim,1,Positif
2025-03-18,21:55:00,user1495786596877,1,waspada santera moga dampak,0,Netral
2025-03-18,19:46:00,bangbob735,1,salah pilih,-2,Negatif
2025-03-18,20:02:00,ranus.songgoriti,1,tan mudah butuh alam,-1,Negatif
2025-03-21,18:21:00,ekabagong27,0,allhamdulilah sae,0,Netral
2025-05-08,23:11:00,afdhal8561,0,sukses sae batu warga nyakami warga oro ombo antusias semangat songsong batu sejahtera paud sang guru didik rekan,1,Positif
2025-03-18,15:29:00,taumbethik,0,terimakasih besar ucap bpk walikota batu serta staf ya,2,Positif
2025-03-12,22:34:00,edisujarman,1,nama kemunusiaan warga batu peduli hap warga bpk e mbatu kabeh salam santun kompak maju sehat,-1,Negatif
2025-03-12,15:21:00,hadi.purnomo.batu,1,semangat moga sehat,1,Positif
2025-03-12,20:40:00,ronibatu18,1,langkung sae,0,Netral
2025-03-12,05:36:00,evisarosa,1,bapak bapak orang batu amanah,1,Positif
2025-03-13,17:33:00,ani51746,1,moga maju kota batu pakheli bantu kerja bidang jasa pijat si,2,Positif
2025-03-13,04:40:00,ghffrsmail,1,mantap moga tambah sae langkung saedan amanah,4,Positif
2025-03-13,14:58:00,siti.cholifah466,1,sae,0,Netral
2025-03-12,07:02:00,hiace7040,1,ijin pohon putar kota batu mangkas ulang rimbun ganggu lancar lalulintas kendara terimakasih,-3,Negatif
2025-07-04,18:51:00,sumaryati716,4,mugo senin terang benderang rek,-1,Negatif
2025-07-03,18:09:00,teguh.uuk,290,datar banjir manusia buat rusa dalih perbaikanmaha allah firman,3,Positif
2025-07-05,00:19:00,black.angle897,2,effect bnyknya alih fungsi hutanmakin kurang kebun apel air resap skala hujan besardan agenda rutin musim hujan tibasalah tau pura tau,-5,Negatif
2025-07-03,18:07:00,anisuprapti946,127,barusan selecta canggar hujan deras banget tau selecta banjir,0,Netral
2025-07-05,10:11:00,wiarchandra,1,wkwkwberita posting,0,Netral
2025-07-04,09:23:00,etalaseshintaa,75,gunung cafe,0,Netral
2025-07-04,22:19:00,pass_kress,3,batu bangun villa dll kaget banjir,0,Netral
2025-07-04,17:36:00,shinichikudo776,1,hutan jadi bangun villa hotel ya kayak,2,Positif
2025-07-14,20:43:00,vina.beatrix,0,kjadian nya kkk,0,Netral
2025-07-04,16:15:00,elindjuniar,11,senin rabu rencana libur sana,1,Positif
2025-07-04,19:36:00,milik.syang,2,kemarin mjk nyampek cangar jam sorealun batu full hujan deres,1,Positif
2025-07-04,17:31:00,nawrachasa,2,moga besok minggu hujan cuaca dukung libur aaminn ya allah,5,Positif
2025-07-04,01:14:00,cakprast77,5,aman bosssku lsng sih jalan lewat banjir luap air sungai jalur kali atas selecta tampung,-3,Negatif
2025-07-04,08:52:00,heniakila7,5,wdoh yokpo sing arah mudun nang deso kekep lak ya nmen banjire,1,Positif
2025-07-04,18:35:00,meyyasmiin09,4,untung wing mudun selecta jam awan isuk ancen ws mendung tok dulugur udane,-1,Negatif
2025-07-04,16:26:00,unavghn,3,okee gajadi,-1,Negatif
2025-07-04,18:27:00,tasaputrifebrian,2,ya allah rencana minggu besok batu takut hujan deras,2,Positif
2025-07-06,06:20:00,khansa_not_khanza,2,dalem selecta kemarin pas hujan,0,Netral
2025-07-03,23:50:00,lilis.adam,5,pendem grimis,0,Netral
2025-07-03,17:51:00,narkoamin88,0,wes iko,0,Netral
2025-07-04,22:13:00,sukasuka.ajah,3,untung kemarin batu aman hujan selecta wisata petik apel,0,Netral
2025-07-03,17:18:00,sholawat.penyejuk8,2,kak tanggl,0,Netral
2025-07-03,19:44:00,ervan_pmk.batu,1,video barusan barusan,0,Netral
2025-07-04,16:00:00,endahsuryatini_,1,rencana minggu batu lihat prediksi bmkg maju mundur lihat oke minggu depan,3,Positif
2025-07-03,18:05:00,user547871263,1,lawas ku,0,Netral
2025-07-04,17:01:00,yayangmu875,2,kemarin ijinnya,0,Netral
2025-07-06,17:41:00,icecream99___,0,ya ampun jumat kemarin habis sanaaaa,2,Positif
2025-07-04,11:38:00,ika.windy8,0,untung pulang malang,-1,Negatif
2025-07-05,07:43:00,larasati2110,0,alhamdulillah kamis kemarin pas pulang selecta jalan sih pas hujan deras jebak selecta,3,Positif
2025-07-04,16:45:00,m.ismailf22,0,batu tanggal juli alhamdulillah hujan om syahduh kabut,-1,Negatif
2025-07-23,20:15:00,papafanny2002,0,mantab ndan,0,Netral
2025-07-21,23:46:00,hosea_amq,0,salam,0,Netral
2025-07-10,20:22:00,dw.rrr,10,sek durung agustus wes dulinan polisi polisi an,0,Netral
2025-07-19,07:40:00,monemon0320,0,lapor polres junrejo visum bayar ya tangan,3,Positif
2025-07-16,08:51:00,rojokoyo646,0,loh yoyon barang e,0,Netral
2025-07-13,19:06:00,papagoder,0,pakai topi idol,0,Netral
2025-07-14,07:00:00,cocina_chiss,0,walah ngisruh,0,Netral
2025-07-13,13:13:00,nunikharti,0,gus ipul,0,Netral
2025-07-11,00:35:00,nandafuri,2,ya awoh eruh berita e warung nang harap e pas warungbusri,0,Netral
2025-07-11,07:43:00,lismiati1,2,korban tipu aku polisi tipu juta an,0,Netral
2025-07-13,12:10:00,dsantri.abal2,0,kasus piye ya lapor indak polres batu wes tembus tipu tuku tanah,2,Positif
2025-07-09,18:39:00,bdx.toretto,2,dalih anter keluarga sewa mobil ber minggu eh tau ya kayak,-1,Negatif
2025-07-12,07:26:00,user2412380227785,0,kejadiane iki lur,0,Netral
2025-07-11,17:23:00,ayu9802,0,iyo percoyo lek iku polisi model ngono,1,Positif
2025-07-08,18:08:00,lembuaji_,8,usut ya,1,Positif
2025-07-12,09:17:00,arion_142,0,ate kasus mbek polisi gae seragam ra percoyo ra gagasopo maneh model ngunu aku polisi,1,Positif
2025-07-11,17:50:00,srinurnani676,0,serin tipu polisi gadungan alhamdulilah samp kena uang,0,Netral
2025-07-10,08:22:00,i.wahyudi.a,1,semangat p kasat mantan kanit sek manyar gresik,-1,Negatif
2025-07-07,14:42:00,hernywaty297,0,koyok sono arek pujonne,0,Netral
2025-07-06,14:47:00,nik.manik.ma,2,ya allah paring sabar keluargane,3,Positif
2025-07-09,15:45:00,indryaj57,0,kalah i artis i viral e,0,Netral
2025-07-10,15:41:00,zk_abahongis,0,polisi gadungan modele kyok ngono,0,Netral
2025-07-22,20:35:00,annajaya01,0,bravo bp polisi,0,Netral
2025-07-11,08:33:00,nur.cahyani081,0,sedih,-1,Negatif
2025-07-10,05:02:00,ddherman56,0,lucu,0,Netral
2025-07-11,22:11:00,anggisw08,0,el,-1,Negatif
2025-07-14,11:30:00,aditnade,0,lucu,0,Netral
2025-07-09,18:18:00,sulis5_,0,suka polisi satset,0,Netral
2025-07-10,15:29:00,yuninaufalkendiel,0,seng due telaga iku mbak,0,Netral
2025-07-07,12:46:00,andrisriyadi82,1,ijin share om,0,Netral
2024-06-03,09:36:00,pristiarab,468,tinggal batu gaji umr surabaya usaha rumah impi,1,Positif
2024-06-03,06:40:00,andri.syarifuddin,258,rapi koyok ndek gadang,-1,Negatif
2024-06-03,10:26:00,sussyy_yy,116,mari ndok iki nang pasar gadang kudu menang,-2,Negatif
2024-06-03,10:20:00,dhini89_,92,jiwa ocd ku senang kerapihan,0,Netral
2024-06-05,17:23:00,rachmatadiii,2,pasar among tani pasar induk besar indonesia presiden langsung resmi,3,Positif
2024-06-03,17:56:00,cyndikiana,21,kangen belanja sana dengar lagu mars kota batu campursari ademe kota batu,0,Netral
2024-06-03,12:40:00,shaffiya507,9,batu ancene bersih an salam bumiaji,0,Netral
2024-06-03,19:42:00,lahkokngamok011,3,tinggal kota batu the future dream gaji umr bekas,-1,Negatif
2024-06-02,23:44:00,alfanturner,6,jaya tani indonesia,1,Positif
2024-06-03,10:22:00,usfaaaa,9,parkir ya batu dagang jual parkir,4,Positif
2024-06-05,15:20:00,ivoni_227,1,ikonic e batu ya pasar pagi malam pagi rasa putar ekonomi batu pasar pagi sayur tani fress,-1,Negatif
2024-06-05,14:01:00,susy_w,1,saking gede pasargolek i langgan ketemutemu,1,Positif
2024-06-05,06:53:00,kaaffh_xd,1,kemarin megah banget gedung ya pasar,2,Positif
2024-06-06,08:55:00,sukijahsukirman,1,waahh bersih ya,1,Positif
2024-06-03,22:56:00,hannaathiyah,1,tunggu tuh pasar pagisoale barang fresh bagus mureh,-1,Negatif
2024-06-03,12:08:00,andik_sugianto5,1,rapi,0,Netral
2024-06-03,20:36:00,sypcrthv,1,mama situ,1,Positif
2024-06-03,18:09:00,fikakachui,1,alhamdulillah moga rame bel,2,Positif
2024-06-02,21:50:00,lexxynomercy,1,dingin,0,Netral
2024-06-03,23:33:00,tyauyw,1,salah satu gue jual situ,0,Netral
2024-06-03,22:15:00,edilasjm_est2018,1,rapi bersih batu sae,0,Netral
2024-06-03,15:51:00,starshop_bav,1,owlh ndek mburi ta,-1,Negatif
2024-06-03,12:33:00,wahyuabdii_,1,syahdu,0,Netral
2024-06-06,19:31:00,irwansyah_ko,1,oo parkir ya,2,Positif
2024-06-03,12:44:00,erinfaizin,1,rapijadi pengin belanja,0,Netral
2024-06-03,04:21:00,fahreza4419,2,salam pasar mangga surabaya,0,Netral
2024-06-03,09:17:00,maatooeel,2,rapi banget,1,Positif
2024-06-03,17:06:00,adimadante1,1,masyaallah ya nyala batu,1,Positif
2024-06-03,12:09:00,makeupbyrepy,1,keren sae,0,Netral
2025-02-23,20:54:00,rudi007_,2,mbatu hadiiiiiirr,0,Netral
2025-02-22,11:35:00,user2848187665408,2,semangat ndan,0,Netral
2025-02-22,18:16:00,pelor951,1,mantap pakai,1,Positif
2025-02-22,13:05:00,swinarniputri,1,mantab,0,Netral
2025-02-22,10:31:00,abah.fath7,6,jos ayo bangun kotabatulbh,1,Positif
2025-02-22,07:42:00,wahyukusumawardhana,17,keren joss beda belah ikut mamak banteng,-3,Negatif
2025-03-09,04:18:00,dimyati_dinovkratorbtu,1,iring doa terbaiksalam hormat martabat lambat penuh tekad semangat hangat buat rakyat salam bela negara,3,Positif
2025-02-25,11:40:00,ernay.aja,1,semangaaaat nur,0,Netral
2025-02-22,17:48:00,vataramahya,1,keren bpk,0,Netral
2025-02-23,05:20:00,bambangsulistiyo783,1,sehat cak,0,Netral
2025-02-23,06:20:00,rifaikotabatu,1,semangat bos,1,Positif
2025-05-13,13:15:00,sahabatvilla46,1,moga sukses maju kota wisata batu,1,Positif
2025-02-22,03:46:00,dengkling,1,sehat sehat bos,1,Positif
2025-02-22,20:55:00,yanisujiati2,1,semangat,0,Netral
2025-02-25,12:52:00,makepipip,3,selamat walikota batu sukses semangat moga pimpin adil ayom rakyat pkl,3,Positif
2025-03-18,09:03:00,ronibatu18,1,sae cak,0,Netral
2025-02-27,18:01:00,sulistiyowati050,1,sehat sehat ya walikota batu,1,Positif
2025-02-22,19:29:00,yuszakk,3,sukses nur mas heli moga amanah,3,Positif
2025-02-25,19:37:00,abah.joyo,1,alhamdulillahh saudara mantap,1,Positif
2025-02-26,19:23:00,siti.cholifah466,1,keren bpk mantap,1,Positif
2025-02-23,00:27:00,ghffrsmail,1,mantap cak nur semangat,1,Positif
2025-02-22,15:22:00,yaniyantoe8,1,semangaat paak,0,Netral
2025-02-25,11:45:00,andikabagus494,1,mantap bos ku mbatu makmur tangan pimpin amanah,5,Positif
2025-02-23,12:16:00,bowo11132,1,sukses wali sehat,1,Positif
2025-02-22,16:32:00,tatik.sutanti3,1,semangat semangat,0,Netral
